comment_id,text
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3ABzIujfyV0W,ek saal k andar jitne bunty ke songs aaye uske views dekh 50lakh bhi paar nhi h
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC-bH1Yy9VR,lol.. emiway ke top 2 songs ke views hi raftaar ke lifetime views se jyada hain ..
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0IDqPfl2T,ha ab bs lol gol krega ....brek saal se views nhi aarhe h bunty ke koe sunta hu nhi
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0UMOM7oDT,"chal woh bhi dekh le.. emiway ki last album kal hi, release hui hai.. uske views bhi raftaar ki 3 months pehele wali album se jyada hain brbechara re.. tujhpe to abb daya aa rahi hai"
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0V8dpI8Ai,jhutt bolega bhai .... sastey nashe mt krr ....konsa album raftaar ka 3mahine pehle aaya ....brbrharddrive abhi 3weeks pehle aaya h ...usme bhi uske 3 gaane ek hafta trending me they ....brbrtere bunty ka ek gaana bhi trending me nhi aaya ...brbrbaaki toh aatma janta h bhai bunty ki aukkat ...brbrbolta h independent h fir bigboss me jake gaan marata h .... brbrraftaar jo bhi h khuley aam h tere bunty ki tarah fraud nhi h
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0VElTFBhr,yha bunty ki public oyo wali ko views likes deti h ...aur udhr oyo wali baby ki public bunty ko dekhti bhi nhi h
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0VXmYPBhZ,bhai nashe me h ki gwaar ... 3months pehle konsi album aayi ...brbrabhi hdv2 aayi wo bhi trending me thi ek haftey .... tere bunty ka toh trending me nhi aaya ....brab tk
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0W3lXCQCY,konse nashe me h bhai ...konsi album 3months pehle aayi ... public ko bewkoof mt bna...brbr3week pehle hdv2 aayi wo bhi 3 songs trending me they ...brbrtere bunty ka ek song bhi abtk nhi aaya trending me
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0WtV39vuJ,"abbe raftar ka channel dekh le. 4 weeks pehele 9 tracks release huye hain.. uske views emiway ne apni, new album se 2 din mein cross kar diye"
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0YTf9GMBJ,cross kr liya ... views likes kidr h bhai ...itne subs h fir bhi ye haal h...brabhi toh tu 3months bol rha tha ab 4weeks pe aagya ... gwaar brbrraftaar ke 9 tracks me 3 track trending me they ...tere bunty ka kya haal h
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0YtESkqzH,abhi toh tu 3months bol rha tha bruss 9 tracks me 3 trending me they ...jis din release huye uske 3 ghantey baad ..brbrtera bunty ka toh abhi tk koe track trending me dikh bhi nhi rha
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0ZEiNLsuq,abb tu sirf apna mazzak udwa raha hai bacche ..aur kuch nahi..raftaar ke 4 weeks ke views se jyada emiway ke 2 din mein ..
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0ZTE79YJz,kya joke maara h...baaki bye khush reh
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC0a-0lCZ54,bechaara re.. har ek point pe tu laafe khaya..itni beizzati hui teri.. moo to dhak le
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3AC3alN3gdT1,tere profile name pe abhi dhyan gaya.. abb tere actually daya aari hai lmao
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3ACRYZWI0KjU,honey ka aulaad raftaar
UgzEcJsp5bGndnnBceh4AaABAg.ABxUY0mRqs3ACjaVVuI3aX,ko kab use kiya honey ne?? ikka ne toh kabhi nhi bola ulta 6 sal phle wale live m raftar ko expose kardiya tha brbrhate karo lekin thoda limit m
Ugynvt3O3QXyR3SbTyV4AaABAg,bus in dono ki yeh hi ukat hai yo yo paji ke name ki dono bhikari bhikh kha rhe hai
Ugynvt3O3QXyR3SbTyV4AaABAg.ABxLpYSCJvOABxmSqFyBHG,bantai raftaar ko kha gaya and you yo khud emiway ka fan hai
UgxqZ7tc7I11d5mQDwx4AaABAg,jab tak emiway bantai or yo yo honey singh jinda tab tak koi bhii indian hip hop ka king nahii bn sakta h ye dono own krtee h indian rap hiphop scene ko or ha ek baat bolunga haters ko tumhaari baato se ghanta farak nahii padhta baap to emiway or honey singh he h
UgwaswP-qKIyaE5Xo0p4AaABAg,official two fathers of raftaar 1yo yo honey singh br2 emiway bantai
UgzwQRyULwM7BGCfysF4AaABAg,ye raftaar k fans bohot udte h na aak kl raftaar ko hip hop ka king bata te h usk naam k aage raftaar ye emojis lagaate h to betaa sunlo uska baap emiway h raftaar ne aakr live maafi maangi thii emiway se bhai bhai bolkr ghanta kuch nahii hua us chodu se dr gaya vo emiway se emiway official father of raftaar
UgxFDCoE12NyfK-OtIJ4AaABAg,2025 still legendary
Ugwo0M10j5zj1yAhQoJ4AaABAg,anyone from 2025?
UgxCqct_907I0X16I-F4AaABAg,the diss which changed the whole scene of ihh
UgyYj0K9zjdXTs8U6Dd4AaABAg,kutte kitna bhokta hai
UgwcfFAi2anubnWcqHF4AaABAg,good
UgxpuvesyM9lJJuZPZt4AaABAg,once a legend said; chillane se banty rapper kya?
UgyK6b0jxYEP-rzbehV4AaABAg,bantai hatela hai kule aam pela he
UgyD0lTzXPbj-Cm2OSF4AaABAg,
UgwIHL5e16C-whnI-O54AaABAg,chillane se gane nahi bante bhai chilla mat
UgwIHL5e16C-whnI-O54AaABAg.ABnODHn2oVWAC6xv7MSJVJ,chilake gane ka har kisi ke bas ka nhi hard hu chote
UgwMNZG4jjfC8bsTSX14AaABAg,this is the best dissss ever ever ever! brlove from bangladeshi hindus
Ugw3w_BKGAEYbMhKCPl4AaABAg,2024
UgzUe00DkScz5Kia5wJ4AaABAg,chillane se bante hai ganne kya?
Ugw39pc4TYvJToZYBop4AaABAg,apna baap raftaar ko bhul to ni gya
Ugw7V69fbeYuty99nwd4AaABAg,december 2024
Ugwd0wcIs5YEOkCG1od4AaABAg,chhote tu srk nahi srk sirf ek hai
UgyJPkL_CEuVIN-EMRN4AaABAg,who is after rohan vs mtv brnow this song makes more sense.
Ugx1gzhr_qhXq9SZOXB4AaABAg,ab to emiway hi sahi lag raha. bc ye raftaar dogla hai
UgxN65Ypvt1T8EbR5Nd4AaABAg,really intense song but still a banger
UgxPJFq3lm5NxK2Oc-x4AaABAg,2024??
Ugzq35__BraMm1woWHp4AaABAg,emiway bantai malum hai na
UgxHkLuApRMWNC2Jh4N4AaABAg,hop king
UgyJ0MuSW5p9_1_13Ch4AaABAg,advent of hip hop in india starts from here. before this it was very less and meagre
UgxCb-n4cLZ_AAPlOaJ4AaABAg,
Ugxr96bYaFbkmHE5PTd4AaABAg,06122024
UgxmtkP-XNFaJa0fiZl4AaABAg,anyone in december
Ugx3rt3VskiNaq2Mh914AaABAg,dope shope ki bhi 2 line likhi hogi raffu ne fir pura gana claim kar raha hai
UgySRzCTCbR1H0dK3vh4AaABAg,2024 december m kon kon
UgxG3ctEaVxkn9cuspJ4AaABAg,bangladesh 2025
Ugy-XRGthL62goXm1z14AaABAg,both are good but raftaar is justt too good
UgykdBTeWAMAlA4xNUN4AaABAg,raftaar bhai me sach bola tha chillane se bante gaane kya ?
UgykdBTeWAMAlA4xNUN4AaABAg.ABeZQ4soYBkABwn5oSBldI,chilake gaane ka har kisi ke bass ka nhi
UgykdBTeWAMAlA4xNUN4AaABAg.ABeZQ4soYBkACEz2EWfhy7,chilaaaa krr ganee kaa baskkaa bhii nhii hee kisii kee jhatuuu
UgykdBTeWAMAlA4xNUN4AaABAg.ABeZQ4soYBkACTKy7t4JFt,choco du kya
UgwDY4Fpv6tG2cc6S2F4AaABAg,"quot;phone pe baat kiya tha, recharge karaega kya?quot;"
UgwDY4Fpv6tG2cc6S2F4AaABAg.ABdsibhIyplABel92zlGiw,
UgxSsVk4CjR4O6_qFD54AaABAg,anyone 2025
UgzcoLlFaL7AQgbhG6t4AaABAg,where is mr.modi
Ugw24voQ6uriaEfnVWl4AaABAg,but awesome
UgxY3RHv4ZtVIhPx-8J4AaABAg,eminem ka copy song
UgxAqwdlhG9Z4kIRW0B4AaABAg,"a href"" ke baad wow"
UgzVLAPG08zOgh95Z9V4AaABAg,hustle rohan ki controversy ke baad kon kon aaya
UgzVLAPG08zOgh95Z9V4AaABAg.ABZpWephXnaAB_-Dg4W8B4,rohan ki story mein sun lia
UgzVLAPG08zOgh95Z9V4AaABAg.ABZpWephXnaABb48BvuFWo,konsa controversy?
UgwGAb0QVakOXot5FrN4AaABAg,2024me bhi hit song
UgzBso_ZgZ0DfW-rRod4AaABAg,bohot dino bad fir se sun raha hu
UgyYubxlBZ7B20HBnGJ4AaABAg,
UgwwPqyb7ItT1n9fiwh4AaABAg,phirse aagaye thak thak karne 2024 december meh bantai
Ugw_89Naj2uMKxSZBj14AaABAg,who is listening this song in dec 2024
Ugy5wP8M5gRzG9110MB4AaABAg,nitesh bhi sahi hai hare krishna akash bhi achha hai hare krishna akash ek sales man hai alu aur pyaj bhi sale hai
UgzJAIt5nlJr1IRdwWZ4AaABAg,kaam per hua hare krishna
Ugyv-1RaFxikzvVd0l94AaABAg,akash is letrate with twelth class according to satyug hare krishna
UgxycUk6ywe1qGB4GBh4AaABAg,manager of worker as a helper hare krishna
UgwZsaE8EAD_T7IRWit4AaABAg,manager of 12. ghante kaam kar hare krishna
UgzJ4mg0roD9ZmUBLwh4AaABAg,12 ghante kaam kar hare krishna radha raani is created new past life of akash
UgxjHg0_dBwNo_pXO6V4AaABAg,radha raani is created new past life of akash
UgyEl5YzZvDOloY_HSJ4AaABAg,radha raani is created new past life of akash
Ugyt0-vkUgMkbZyeq1J4AaABAg,radha raani is created new past life of akash hare krishna
UgwO8IGQkRXuX8c5nQN4AaABAg,radha raani is created new past life of akash in majra worker
UgyvQK7rg6bL46UMNy14AaABAg,wtf! 6y??
UgwZVdJs-S2z0jL58jh4AaABAg,2025 main kon kon sun raha hai
UgzpG5Jc8nSBxM9RmTF4AaABAg,anyone in 2025
Ugygv2M912QH9VCYQL14AaABAg,real hiphop gt; gimmicks
UgxnEQprdZujOFcPEd94AaABAg,
UgwPBFQ_GEtcDIhocxV4AaABAg,missing this emiway
UgwiXJnI8JcjYsMPKBJ4AaABAg,still undefeated
UgxFgnTdOT4Qmw92Qfh4AaABAg,aslii war toh ye hai
UgxM2UHBl_zhT3RlrCN4AaABAg,giraftar
UgziwiRGSSsfZl5GiX94AaABAg,baap ne bete ko girafftar kar diye arara
UgwFkc_XDPv9oVHythd4AaABAg,anyone from 2024 december?
UgzZ3vuMP7wNUFpkVoB4AaABAg,nice bro
Ugwn56zq70g9qcQ71vl4AaABAg,27112024
UgxCXWqaAwnfsVCm2bx4AaABAg,zindagi me itna gahra shot kisi ne nhi diya hoga aaj takk
Ugy-9Ov5ZJKzS6ylojN4AaABAg,real og idhar chal rha ha
UgzSVbXVJDy2jfobeph4AaABAg,anyone from 2025 onwards
Ugyz4D4ySZrob-G9Y4B4AaABAg,bantai
UgyoOB17GN1M0rNa4cR4AaABAg,too fir 2saal kha tha
UgyBhlsChzb4BT90v-R4AaABAg,fire hai
UgzLiPu7P-xSMLuKWwV4AaABAg,girftar marwake manega
Ugw3hLmX_FIoWt-xdGZ4AaABAg,is time ebmay king hein repper ka
Ugy1XRlCpWG8lUqX9iV4AaABAg,this is the king god emiway
UgzD-zpdfPFB9P0tMrB4AaABAg,rafftharuu
Ugy-F_RSXlKecqyhpe54AaABAg,meri tarah future se kaun aaya hai yah video dekhne..
UgwH-WCTXCK-VVLzvEx4AaABAg,yo yo x emiway
Ugxh4vJkzLERm9NfTG14AaABAg,raftaar emiway
UgzN5eYVh00vLK2P0CV4AaABAg,after 6 years koi logic nahi lag raha emiway k ganne mai. sadega thak thak bak bak karega. brraftaar k pass more facts hai.
UgzN5eYVh00vLK2P0CV4AaABAg.AB3Uwhhx7taABDzgm5nHry,bewkoof the jo ise support kiya.
UgzN5eYVh00vLK2P0CV4AaABAg.AB3Uwhhx7taABVIj2Bt_wt,"fx8pbonce legend aidquot;kya mila ise sar pe chadha ke, mehnge kharche ye bharke dikha dequot;."
UgwiSKKJCQbm1ebBrwp4AaABAg,khimam wala paan
UgyGtBzHRzq3VuLy8PZ4AaABAg,any one in 2025
UgyMOoBYOvG56iwVcO54AaABAg,anyone from 2025?
UgyoYq-ywGxQUbKbY0N4AaABAg,"a href"" best out of best"
Ugzxk8FLbBGZf41ND_94AaABAg,emiway pice
UgzsVhHzP7nCebV95LJ4AaABAg,abe pata nahi iska awaaz itna irritating kyu ye .
UgzGMyNXSz9R2CIuVwV4AaABAg,emiway vai always on fire
UgyjEvfj2fLU1_kPLx94AaABAg,great
UgxOaYlSQlQYIAgirCR4AaABAg,anyone in november 2024
UgwdglzD9SvaOLud4E14AaABAg,desi me gata raftaar use sunke bunty hua tayar
UgwdglzD9SvaOLud4E14AaABAg.AAwgWXBzSUPAAyg20Bzt6E,bantai always respected them at first but they always betrayed him .
UgwWqkK2xgWJiP8WdPZ4AaABAg,raftaar marwaake rahega
UgwEZaicqFUYmM6WsMB4AaABAg,
UgyK9VktS9lUWCfAN054AaABAg,anyone from 2025
UgxWt6LGcT1zi8n4zvZ4AaABAg,
UgwGv6PXvwqdrY756sB4AaABAg,
UgwQYGkxJ_0L2o5p8Xh4AaABAg,
Ugym5tE2kMxdffxvLwF4AaABAg,
UgySpAcZgi__HVTn7p54AaABAg,new hairstyle is not good
UgyTUYHIWpoIPnb66dh4AaABAg,respect for both
UgzI1rL0PP_SCBHhYnt4AaABAg,bantai ap god ho yarr
Ugzgui5fQ5Sb3Vsfq9V4AaABAg,
Ugz2BwYYpMaLcBmnDoV4AaABAg,pehle yeh song accha lagta tha ab pata chala isse bada chitiya song koi nahi.
UgxEXqvk40lWkQ0ZMbV4AaABAg,this rap war is still even after 6yrs
UgxEKziQ9wlInAmn3DF4AaABAg,"a href"""
UgzcgFNESPR99WKqW-B4AaABAg,bro you cooked but raaftar is much matured than you
UgzcgFNESPR99WKqW-B4AaABAg.AAn1tVG3z0oABEiaKSJWgP,no bro not matured raftar reply song sheikh chilli
UgzcgFNESPR99WKqW-B4AaABAg.AAn1tVG3z0oABXMIeLA226,tu to emiway se bi immature ha
UgzcgFNESPR99WKqW-B4AaABAg.AAn1tVG3z0oABaLIUMGJ3l,tu thoda sa bkl hai kya
Ugw0Nhu6s4hll5rdn4d4AaABAg,i was 12 when i used to hear this song
Ugyc2W6avtjYJsJJZQV4AaABAg,"a href"" tuh jab ........"
UgxcgwjjH9uKh6lip_h4AaABAg,kuch alag hi vibe aaya ye sun kar to
UgxrGjT2LAUtVBJTn094AaABAg,abhi de rha h ustime deta na paise
UgzxDFz1tkE2w_DoN3l4AaABAg,no compitition bantai ka
Ugy9UFD_0ykzcJilTol4AaABAg,
UgxBOpar8U9zecDA6614AaABAg,
UgxFQeLin4JPAs0EV3R4AaABAg,hello emiway bantai bro raftar se to panga leka bcha ja raha hai yoyo singh se mat lena bhai panga oh tera baap hai
UgzoEBBhTz95IAsqNrR4AaABAg,after 6 years
UgzDnMaMnprYILKiDV54AaABAg,bhi ma app ka gana nahi samaj paya sorry par isalam ka lurid ho subhan alhaa mara lan english ni ha
UgwdUJJQbs9D0k8Ppgt4AaABAg,"a href"" abhijeet bhichukle"
UgwdUJJQbs9D0k8Ppgt4AaABAg.AAc2-LjkfWYABkLru8fpFF,
UgwdUJJQbs9D0k8Ppgt4AaABAg.AAc2-LjkfWYAC6GPzSXYcd,
UgwdUJJQbs9D0k8Ppgt4AaABAg.AAc2-LjkfWYACMP6pYuwn_,
UgwdUJJQbs9D0k8Ppgt4AaABAg.AAc2-LjkfWYACRQ1mtgMGT,
UgwdUJJQbs9D0k8Ppgt4AaABAg.AAc2-LjkfWYAD-3BAuIQN0,same
UgyECr-K2ekkrcEpFUF4AaABAg,yes brother
UgxAM5qqpURIxdhGCTV4AaABAg,bhott.bhott.hard.vanta.sir
Ugx_1VMWyxe4FcId3z14AaABAg,no 1 reppar in india
Ugx_1VMWyxe4FcId3z14AaABAg.AAW09c8_b9rAAc04wBxHFi,raper
Ugx_1VMWyxe4FcId3z14AaABAg.AAW09c8_b9rAAjQtp8Q4Nn,rapper
Ugzp_Vnua9sXV6d1aGJ4AaABAg,raftaar fire hai
UgyS6oneBia0Bra_c1V4AaABAg,"no one can compete with me, i become emiway"
UgzBm_ooU3gyQ95BRhh4AaABAg,anyone from 2025 ?
UgzBm_ooU3gyQ95BRhh4AaABAg.AAV93eVc5wGAAVzmtsqHoC,2025 aaney tou dey xd
UgwwLN4cOeFMH7gTiPh4AaABAg,bhot hard
Ugy9qACO9CoSX3B9uC14AaABAg,ahh that time..
Ugy26GOwCfrdJ9MFTLp4AaABAg,tu to gully boy ne ha
UgwLZE000DHcNmWv7rp4AaABAg,it was really great competition... great raps introduced by... both rappers eniway and raftaar
UgwLllIRxWQs_a8cTRV4AaABAg,i am still november 2024
UgxMkeeaziCBV7tfVWV4AaABAg,u lost
Ugz4m_AlB_FPsvH54xF4AaABAg,ye song sabse alag hai....full on tabahi
Ugy-49rRmjB2oS4EXHl4AaABAg,counter kidar hai fact bhi nahi hai kuch bhi
Ugy-49rRmjB2oS4EXHl4AaABAg.AANRBR5HFyKAAShEVjcXsn,raakhi
Ugy-49rRmjB2oS4EXHl4AaABAg.AANRBR5HFyKAAc5S0Y8Ej_,
Ugy-49rRmjB2oS4EXHl4AaABAg.AANRBR5HFyKAB3V17vEg2r,wahi dek raha hu mai bhi. time se saath bachkane lag rahe gaane uske
UgxP2X5sbew8BsKDnCt4AaABAg,raftar ki mar li
UgxP2X5sbew8BsKDnCt4AaABAg.AAMY_tAJoznAANQlgZJJ7J,fact kha hai jhatu sitf insult
UgzTt0aMg9RBIzRk5kx4AaABAg,
UgydAMOvK3afFscxPVR4AaABAg,nice
UgwsRR-tqHdz9HvPcc14AaABAg,"the point is emiway is best in rhyming , but the words are best of raaftar"
UgxYOQhGHPgmQJv6yHd4AaABAg,raksha bandhan me raftar aana raki bandna merko samja
UgwOg4Mo9X1MUKWSDO54AaABAg,2024 attendance
UgzBqTyF64vV2lD5YRF4AaABAg,"it has been 6 years after giraftaarbrand since then, rakhi is trying to make a comeback but the fact is bthis is the deadendb for rakhi"
UgzlVM9xrHDa1J4jJEx4AaABAg,any one 2025
UgygK3rbxIozO8cRxPZ4AaABAg,all for raftaar love u
UgydgE94bIIIisg1JOl4AaABAg,emiwayok
UgxPqW3NUSwDyMljxkd4AaABAg,anyone in 2030
UgzjHFRK3m12Uclk17J4AaABAg,any one from 2055
UgzjHFRK3m12Uclk17J4AaABAg.AA8PLWQyAiOAA8lI89pfyl,2065
Ugz8xR8LSfh9MDEpLLp4AaABAg,"a href"" bol kuch...chote raftaar bhai ab bhi araha hai tu kaha hai.... raftaar bhai ne tera carrier bana diye bus isme kush rahe to achcha hai...baki tune legend honey bhai k saath kaam kiya hai to thodi izzat rakh....tere paas jo janta hai raftaar ki dish ki hai"
Ugz8xR8LSfh9MDEpLLp4AaABAg.AA6KxAZwQT9ABVJ8WZTd_j,bunty ko sar pe chadha ke kya mila dhh ko
Ugz8xR8LSfh9MDEpLLp4AaABAg.AA6KxAZwQT9ABVJFJPd80U,sirf beefs aur love story wale melodic gaane hi mile
UgwnA2f6SiSB-BTI8A54AaABAg,no one can beat raftaar his voice is different
Ugwk-IU5HUvVzwgn0ht4AaABAg,par yee sab bakchodi rap me kyu likh ke bata rahe hoo
UgxNCuPHs68_x3ML7kl4AaABAg,why people watching this and brpromoting it shit
UgxNCuPHs68_x3ML7kl4AaABAg.AA07jXa94kXAA0Hjo56AE4,jealousy
UgxNCuPHs68_x3ML7kl4AaABAg.AA07jXa94kXAAF2bl6OkVC,why are you here after 5 years just to comment
UgxNCuPHs68_x3ML7kl4AaABAg.AA07jXa94kXAAFMUYufMQS,cuz not everyone like you don39;t hate the song.
UgxNCuPHs68_x3ML7kl4AaABAg.AA07jXa94kXAAc0G9laIy4,emiway fans are unpadh
UgxNCuPHs68_x3ML7kl4AaABAg.AA07jXa94kXAAcDZYeaU6o,like you?
Ugx7esVymLBS2PrQByd4AaABAg,"hard hard hard hard bantai, rakhi aur pinky dono khatam"
UgyRo1emFWKntREO4qh4AaABAg,i39;m here 2024
Ugxx08OvuqnkD1ZLnm54AaABAg,"overviewbrlyricsbrlistenbrartistsbrsheikh chilli, haha!br , brraftaar raftaar , ra!brsheikh chilli br , ? br, , , br brvideo helicopter, , br , , ra!br ? studio ? br show ? br, , , , br hiphop , br , , br , , , br underground music br , hiphop br , , , br br flow brsadak , br , quot; br line, , br , br phone recharge br, , brayy, , , br brdivine naezy picture br picture br gully boy , brpicture br , , , brrap game , br , br br rapper br , , br , brsheikh chilli br , flowbrraftaar slowbr brobr , br , br , brrapping rapper br br , br , br br br , br , br , , br br brhard , br , brhiphop , br hiphop , br br br , , brhashtag sadak brsadak remix record br br fraud br brshoot brsign br phone br , sheikh chilli br , br , brhashtag sadak remix br shot , publicbr party br brraftaar, raftaar, brrappers , br sound br , , brpuncture, tyre, wirebr dilin nair fuck firebr fire, hard , brorganic , br hard, hard, br hard, hard, br hard , br br busy br shoot publicbr, publicbrhard , hard , hard br hard, hard,"
UgwivJW73t5D_w7uN094AaABAg,wo hastal mai araha hai chote...ab tu kaha hai
UgwivJW73t5D_w7uN094AaABAg.A9xCPCucHxfABVJOVbJjwl,youtube ko chod ke bunty ki respect kahi aur nahi hai
Ugy3aAniTq5i8fmDg954AaABAg,boos
Ugw0jA96LlXGlqQTeO54AaABAg,mere hi flow me mujhe smjjyega
UgwZAlZoRNi_w0StSzN4AaABAg,jab hum mature huye tab samjha the true winner was raftaar... dono tabahi machaye the beef main.. magar raftaar ka dukh kisine nahi dekha hoga..
UgyFNmWCjivDywGHRHt4AaABAg,anyone from 2050 i am came from future to listen this masterpiece
Ugy8sOrbm4nEuZL0HBB4AaABAg,raftar gu kha k manyga
Ugx_WRwPELLiW-P7Tl54AaABAg,emiway sabki fadta hai
Ugymx9gWIMfrdumm-uR4AaABAg,sala kya giraftar krega raftaar ko usko reality shows milta h usko bccha bccha jnta h teko kon jnta h be tik tok ka rapper
Ugymx9gWIMfrdumm-uR4AaABAg.A9rXjgO3q9lA9z2mWePwLE,"apko sayad gyan ki kami hai. brjitna raftar ko nahi janta usse jyada gali gali ka bacha bachha aaj emiway ko sunta hai, reality show ki baat krta hai ye toh bahut chhoti chiz hai bantai ke liye. brkyunki emiway apna jameer bech ke paisa nahi kamata, achha kam krke aur khud ke dam pe paisa kamata hai."
Ugymx9gWIMfrdumm-uR4AaABAg.A9rXjgO3q9lA9z2tPltwIn,"4r log ko sunke apna dimaag ka dhankan wahi ke wahi rkha hai be 14 saal ke ander, brthoda kamre se bahar nikal pura hip hop se jyada famous idhar divine aur bantai hai"
Ugw9LGkagiTchepXqZh4AaABAg,kaunkaun sun raha hai 2024 ma bkp on top
UgyZiRUvYlnBHB1xddx4AaABAg,2025
UgxLJ6wb6nU60dhOkgt4AaABAg,ek baar our hojaye emiway vs raftaar
UgwPEHmOyOgRiLSxPHt4AaABAg,you destroyed raftaar many light years ago..ram ram
UgwPEHmOyOgRiLSxPHt4AaABAg.A9o0rsUMa8WA9qM1-0axn9,
UgxVdmZ61K9kySyAVtR4AaABAg,chapri hota tha ma be phaly
UgxD-WJNO1Em8iT-hbZ4AaABAg,ala lala ela lalal waah kb tk same rhyme scheme chlegi aaj 5 saal hogya
